company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,postcode,lng,lat
L S M LIMITED,01469743,Active,Private limited company,,,1979-12-28,,,32200,9 Rothersthorpe Avenue Northampton NN4 8JH England,NN4 8JH,-0.912229,52.226282
VENUS INSTRUMENTS LIMITED,14080734,Active,Private limited company,,,2022-05-02,,,32200,98b Effingham Road London SE12 8NU England,SE12 8NU,0.006507,51.453974
ORMATRONIX ORGANS LIMITED,09368317,Active,Private limited company,,,2014-12-29,,,32200,374 Chester Road North Kidderminster DY10 2RS England,DY10 2RS,-2.234048,52.393485
ARMSTRONG MUSIC LTD,13844908,Active,Private limited company,,,2022-01-12,,,32200,Woodreeve Farm Capel Road Ruckinge Ashford TN26 2EJ England,TN26 2EJ,0.857306,51.086864
AURELIO GUITARS LTD,16067927,Active,Private limited company,,,2024-11-08,,,32200,Wave Bridge Cottage Colchester Road Heybridge Maldon CM9 4NL England,CM9 4NL,0.690414,51.740941
CAULFIELD COMPOSITES LTD,NI676190,Active,Private limited company,,,2021-02-04,,,32200,15 Orchard Road Industrial Estate Strabane BT82 9FR Northern Ireland,BT82 9FR,-7.479939,54.807783
KITHARA GUITARS LIMITED,NI669155,Active,Private limited company,,,2020-04-29,,,32200 46491 47591,15 The Priory The Priory Ballyclare BT39 9WB Northern Ireland,BT39 9WB,-6.009694,54.76292
MANDER ORGANS LIMITED,00450367,Dissolved,Private limited company,,2024-11-09,1948-03-03,,,32200,14 Bonhill Street London EC2A 4BX ,EC2A 4BX,-0.085359,51.522579
DUSKWORK LTD,13221801,Active,Private limited company,,,2021-02-24,,,32200,14 Loves Way St. Neots PE19 6AX England,PE19 6AX,-0.243405,52.227977
MUSO MIRROR LIMITED,10559302,Active,Private limited company,,,2017-01-11,,,32200 47591 47630 59200,48 The Causeway Chippenham SN15 3DD England,SN15 3DD,-2.112539,51.456778
HAPYANO LTD,14655026,Active,Private limited company,,,2023-02-10,,,32200,34b Bodney Road Hackney London E8 1AY United Kingdom,E8 1AY,-0.060661,51.550499
ALEX BISHOP GUITARS LIMITED,15172996,Active,Private limited company,,,2023-09-28,,,32200,Unit 11 Circuit 32 Easton Road Bristol BS5 0DB United Kingdom,BS5 0DB,-2.568101,51.460319
LIMINAL RESEARCH TECH LTD.,09841409,Active,Private limited company,,,2015-10-26,,,32200 62090 72200,35-37 Ludgate Hill Office 7 London EC4M 7JN England,EC4M 7JN,-0.102113,51.513832
MERIDIAN HANDPAN LIMITED,11093913,Active,Private limited company,,,2017-12-04,,,32200,Unit A Meridian Studios Queen Victoria Street Bristol BS2 0QR England,BS2 0QR,-2.572899,51.452635
CONCERT PITCH MUSIC LTD,11291911,Active,Private limited company,,,2018-04-04,,,32200 33190 47591 95290,53 Bentley Road Willesborough Ashford TN24 0HR United Kingdom,TN24 0HR,0.892987,51.136383
PROVIDENCE GUITARS LTD,11383232,Active,Private limited company,,,2018-05-25,,,32200,23 Glenton Road Garden Flat London SE13 5RS United Kingdom,SE13 5RS,0.000619,51.459533
INHOUSEOUT LTD,16175474,Active,Private limited company,,,2025-01-10,,,32200,11 Falcon Road Corby NN17 5FH England,NN17 5FH,-0.646244,52.51086
MIDICAKE LTD,13820803,Active,Private limited company,,,2021-12-29,,,32200,23 The Orchard Ponthir Newport NP18 1GG Wales,NP18 1GG,-2.971653,51.628766
MK MUSIC LTD,SC658357,Active,Private limited company,,,2020-03-27,,,32200 47591,Design Hub R12 100 Borron Street Glasgow G4 9XG Scotland,G4 9XG,-4.248091,55.874718
WOODHEAD HORNS LIMITED,06959537,Active,Private limited company,,,2009-07-11,,,32200,19 Main Road Drayton Parslow Milton Keynes MK17 0JR England,MK17 0JR,-0.77887,51.949926
RUSSELL & LOUDOUN LIMITED,11768812,Dissolved,Private limited company,,2025-01-21,2019-01-15,,,32200,Unit 6 Lawrence Hill Business Centre Saxon Way Wincanton BA9 9RT England,BA9 9RT,-2.421721,51.050795
WOOD SOUNDS LTD,16199182,Active,Private limited company,,,2025-01-21,,,32200,82a James Carter Road Mildenhall IP28 7DE United Kingdom,IP28 7DE,0.500747,52.353408
HOWARTH OF LONDON LIMITED,00492396,Active,Private limited company,,,1951-03-07,,,32200 47591,31 Chiltern Street London W1U 7PN ,W1U 7PN,-0.155161,51.519264
BUXTON VIOLIN SHOP LIMITED,03677774,Active,Private limited company,,,1998-12-03,,,32200,28 Wilton Road Bexhill On Sea TN40 1EZ England,TN40 1EZ,0.475606,50.839322
G.RUKAS LTD,09560269,Active,Private limited company,,,2015-04-24,,,32200 47591,6 Westernville Gardens Ilford IG2 6AL United Kingdom,IG2 6AL,0.080012,51.571875
SPANISH GUITAR CO LTD,09511652,Active,Private limited company,,,2015-03-26,,,32200,Asm House 103a Keymer Road Hassocks BN6 8QL United Kingdom,BN6 8QL,-0.131621,50.922223
RUACH MUSIC LTD,NI623194,Active,Private limited company,,,2014-03-04,,,32200,10 Nicholsons Road Kilkeel Newry BT34 4JN ,BT34 4JN,-6.024089,54.044813
BLUE SKY MUSIC LIMITED,04019974,Active,Private limited company,,,2000-06-22,,,32200,2 Canal Reach London N1C 4DB United Kingdom,N1C 4DB,-0.126943,51.538115
THE DEBERMINGHAM GUITAR COMPANY LTD,16145297,Active,Private limited company,,,2024-12-19,,,32200 46491 47591 47630,10a Windsor Road Cheslyn Hay Walsall WS6 7EN United Kingdom,WS6 7EN,-2.027469,52.666433
CHRIS M HOLFORD PIPE ORGAN BUILDERS LTD,14745498,Active,Private limited company,,,2023-03-21,,,32200,Unit 11 Spa Farm Spa Street Ossett WF5 0HJ England,WF5 0HJ,-1.553515,53.670574
J. B. BUTLER LTD,14496281,Active,Private limited company,,,2022-11-21,,,32200 47591,Flat 39 Paramount Court 38-39 University Street London WC1E 6JP United Kingdom,WC1E 6JP,-0.136372,51.523338
SULTAN INSTRUMENT LTD,15326616,Active,Private limited company,,,2023-12-04,,,32200 46491 47910,284 Chase Road A Block Unit 685 2nd Floor London N14 6HF United Kingdom,N14 6HF,-0.126685,51.63353
JOHN BIRCH GUITARS UK LIMITED,13494006,Active,Private limited company,,,2021-07-05,,,32200,Peat House Newham Road Truro TR1 2DP United Kingdom,TR1 2DP,-5.046466,50.257529
ORAM PROFESSIONAL AUDIO LTD,03100968,Active,Private limited company,,,1995-09-12,,,32200,1 Lady Vane Close Shipbourne Tonbridge TN11 9PD England,TN11 9PD,0.279982,51.245481
NEILAND & CREANE (UK) LTD,NI725733,Active,Private limited company,,,2025-01-23,,,32200,Suites Xo Formation Works 2 Edenaveys Industrial Estate Armagh BT60 1NF United Kingdom,BT60 1NF,-6.622143,54.332674
ARDIVAL HARPS LIMITED,SC137652,Active,Private limited company,,,1992-04-08,,,32200,Orchard House Castle Leod Strathpeffer IV14 9AA ,IV14 9AA,-4.530439,57.60046
UK YISSI MUSICAL INSTRUMENT GROUP LIMITED,14730318,Dissolved,Private limited company,,2025-02-04,2023-03-14,,,32200 46491 47591 82990,"Office Suite 29a, 3/F, 23 Wharf Street London SE8 3GG England",SE8 3GG,-0.02429,51.485064
RUIXINKAFH LIMITED,15369940,Dissolved,Private limited company,,2025-02-04,2023-12-26,,,14110 32200,15369940 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH ,CF14 8LH,-3.203757577084575,51.520080136172695
DIRTY NORTHERN TOWN LIMITED,08974833,Active,Private limited company,,,2014-04-03,,,32200,11 Queens Court Manchester Road Manchester M16 0EA England,M16 0EA,-2.276573,53.448732
BROKEN CIRCUITS LTD,13932941,Dissolved,Private limited company,,2025-02-11,2022-02-22,,,32200,128 City Road London EC1V 2NX England,EC1V 2NX,-0.088894,51.527304
HEXHAM VIOLIN SHOP LTD,15460739,Active,Private limited company,,,2024-02-02,,,32200,27 Hencotes Hexham NE46 2EQ United Kingdom,NE46 2EQ,-2.106526,54.969986
GAYDUJM LIMITED,15537437,Dissolved,Private limited company,,2025-02-18,2024-03-03,,,22220 32200,15537437 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH ,CF14 8LH,-3.203757577084575,51.520080136172695
KNOW NOISE LTD,12859498,Dissolved,Private limited company,,2025-02-18,2020-09-04,,,32200,Lodge Farm Mill Lane Colne Engaine Colchester CO6 2HX England,CO6 2HX,0.703342,51.936774
CELTONE MUSICAL INSTRUMENTS LTD,NI697880,Active,Private limited company,,,2023-06-05,,,32200,1 Millreagh Dundonald Belfast BT16 1TJ Northern Ireland,BT16 1TJ,-5.776581,54.596407
HIDERSINE COMPANY LIMITED(THE),00269911,Active,Private limited company,,,1932-11-04,,,32200,Grays Inn House Unit 14 Mile Oak Industrial Estate Maesbury Road Oswestry SY10 8GA ,SY10 8GA,-3.042145,52.844957
BARNES & MULLINS (MANUFACTURING) LIMITED,00636190,Active,Private limited company,,,1959-09-01,,,32200,Grays Inn House Unit 14 Mile Oak Industrial Estate Oswestry SY10 8GA ,SY10 8GA,-3.042145,52.844957
TERRY GOULD INTERNATIONAL LIMITED,00802102,Active,Private limited company,,,1964-04-22,,,32200,Grays Inn House Unit 14 Mile Oak Industrial Estate Oswestry SY10 8GA ,SY10 8GA,-3.042145,52.844957
SCALERAIL LIMITED,06659109,Active,Private limited company,,,2008-07-29,,,32200 85600,15 Highmoor Lane Cleckheaton BD19 6LW England,BD19 6LW,-1.742359,53.716563
THE CASSIDY MUSIC COMPANY LTD,08072140,Active,Private limited company,,,2012-05-16,,,32200 46491 47591 90020,167-169 Great Portland Street 5th Floor London W1W 5PF England,W1W 5PF,-0.143705,51.521673
JSOUND LTD,14845384,Active,Private limited company,,,2023-05-04,,,32200 46520,51 Livingstone Road Poole BH12 3DT England,BH12 3DT,-1.942622,50.734267
GAMBIA ACADEMY CULTURE RETREAT LIMITED,16276139,Active,Private limited company,,,2025-02-25,,,32200 85520,138 Highbury Hill London N5 1AT England,N5 1AT,-0.104002,51.55646
THE NIFTY HARP PROJECT C.I.C.,SC609971,Liquidation,Private limited company,Community Interest Company (CIC),,2018-10-04,,,32200,The Old School Workshop Stobo Peebles EH45 8NU ,EH45 8NU,-3.297136,55.625862
GIBERTONI VIOLINS LIMITED,10354892,Active,Private limited company,,,2016-09-01,,,32200,343 Myrtle Road Sheffield S2 3HQ England,S2 3HQ,-1.457008,53.362186
SAOR GUITARS LTD,SC800596,Active,Private limited company,,,2024-02-26,,,32200,4 Beresford Rise Livingston EH54 6DE Scotland,EH54 6DE,-3.497728,55.879956
THAFX LTD,16277229,Active,Private limited company,,,2025-02-26,,,32200 33130 59200 90010,20 Wenlock Road London N1 7GU England,N1 7GU,-0.09371,51.530737
RICHARD ASSAD LTD,15190778,Dissolved,Private limited company,,2025-03-11,2023-10-05,,,14190 26520 32120 32200,2 Frederick Street Kings Cross London WC1X 0ND United Kingdom,WC1X 0ND,-0.117303,51.528159
FUTURE PIANO LIMITED,10721079,Dissolved,Private limited company,,2025-03-18,2017-04-11,,,32200 58110 90030,137a Summer Street Stroud GL5 1PH England,GL5 1PH,-2.197394,51.748495
HOMY STUDIO LTD,15802954,Dissolved,Private limited company,,2025-03-18,2024-06-25,,,32200 47591 59200,41 Burgess Avenue London NW9 8TX England,NW9 8TX,-0.259527,51.580632
LXIANG LIMITED,13693106,Active,Private limited company,,,2021-10-20,,,32110 32120 32130 32200,13693106 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH ,CF14 8LH,-3.203757577084575,51.520080136172695
SIX STRING CUSTOMS LTD,15318736,Dissolved,Private limited company,,2025-01-07,2023-11-30,,,32200,Unit A 82 James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England,IP28 7DE,0.500747,52.353408
TITAN REALITY LTD,07832876,Dissolved,Private limited company,,2025-01-05,2011-11-02,,,32200 72190,"Suite 501 Unit 2, 94a Wycliffe Road Northampton NN1 5JF ",NN1 5JF,-0.870077,52.240748
CHERRY RED SONGS LIMITED,02875218,Active,Private limited company,,,1993-11-25,,,32200 59200,Lynton House 7-12 Tavistock Square London WC1H 9BQ United Kingdom,WC1H 9BQ,-0.128215,51.525384
MINZY LIMITED,14621157,Dissolved,Private limited company,,2024-12-31,2023-01-27,,,20420 32200 47910 71200,28 Netherfield Lane Meden Vale Mansfield NG20 9PB England,NG20 9PB,-1.126981,53.222015
WEST COUNTRY VIOLINS LIMITED,04403458,Active,Private limited company,,,2002-03-26,,,32200,Charlton Lyndhurst Road Exeter EX2 4PA ,EX2 4PA,-3.515836,50.719029
MMFJETYWDADBZ LIMITED,15665697,Dissolved,Private limited company,,2025-03-25,2024-04-22,,,03220 32200,15665697 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH ,CF14 8LH,-3.203757577084575,51.520080136172695
GLASGOW GUITAR GROUP LIMITED,SC687809,Active,Private limited company,,,2021-02-02,,,32200,4 Falcon Terrace Lane Glasgow G20 0BW United Kingdom,G20 0BW,-4.297104,55.899049
UK CLARINO JEWELRY GROUP LIMITED,13512285,Active,Private limited company,,,2021-07-15,,,32120 32200 46450 46480,53 Whateleys Drive Kenilworth CV8 2GY ,CV8 2GY,-1.574197,52.345467
MUSIC THING LTD,16332228,Active,Private limited company,,,2025-03-21,,,32200 70229 71121,Office 7 35-37 Ludgate Hill London EC4M 7JN United Kingdom,EC4M 7JN,-0.102113,51.513832
MI.MU GLOVES LIMITED,10983859,Active,Private limited company,,,2017-09-27,,,32200 47591 62011,Mainyard Studios 90 Wallis Road Studio E London E9 5LN England,E9 5LN,-0.02356,51.544206
GUITAR GURU LTD,13193801,Dissolved,Private limited company,,2025-07-08,2021-02-10,,,32200,Vigeo Property Hub Unit 2 1-3 Woodvale House Waverley Terrace Sunderland SR4 6TA England,SR4 6TA,-1.415649,54.910579
HUAJIANXHPZ LIMITED,15394874,Dissolved,Private limited company,,2025-06-10,2024-01-08,,,25210 32200,8 Horton Road Manchester M14 7GB England,M14 7GB,-2.232929,53.450101
WONKYSTUFF LTD,16556103,Active,Private limited company,,,2025-07-02,,,32200 62012,2 Forest Business Park Fulford York YO19 4RH England,YO19 4RH,-1.058848,53.918252
SVAHA AQSTICS LTD.,13300613,Active,Private limited company,,,2021-03-29,,,32200 62020,20 Old Copse Gardens Sonning Common Reading RG4 9TH England,RG4 9TH,-0.98509,51.522142
OLDROYD MUSICAL INSTRUMENTS LTD,15868413,Active,Private limited company,,,2024-07-31,,,32200,25 Mandale Park Mount Pleasant Way Stokesley TS9 5GN England,TS9 5GN,-1.171675,54.463558
00 AUDIO LIMITED,16573820,Active,Private limited company,,,2025-07-10,,,32200 47910 74909 77291,Apartment 229 The Reach 39 Leeds Street Liverpool L3 2DD England,L3 2DD,-2.986145,53.413627
INSTRUO LIMITED,SC547432,Active,Private limited company,,,2016-10-11,,,32200,40 Gower Street Glasgow G51 1PH Scotland,G51 1PH,-4.297104,55.847101
GREEN MACHINE TECHNOLOGY LTD,07502768,Active,Private limited company,,,2011-01-24,,,32200,820 The Crescent Colchester Business Park Colchester CO4 9YQ England,CO4 9YQ,0.92162,51.923804
BOLE&WELL LTD,15788724,Active,Private limited company,,,2024-06-19,,,32200 46431 47430 47910,"Suite 1122,15 Westfield Ave London E20 1GL United Kingdom",E20 1GL,-0.008039,51.542604
PIANOWAND LIMITED,07451557,Dissolved,Private limited company,,2025-07-22,2010-11-25,,,32200,9-10 Ardglen Industrial Estate Ardglen Road Whitchurch RG28 7BB ,RG28 7BB,-1.342438,51.23298
EDDIE RYAN DRUM COMPANY LIMITED,15050401,Active,Private limited company,,,2023-08-04,,,32200,7 Rathland Close Woolpit Bury St. Edmunds IP30 9YZ England,IP30 9YZ,0.897604,52.223631
THE FLATWOUND GUITAR COMPANY LTD,14182219,Dissolved,Private limited company,,2025-07-29,2022-06-20,,,32200,20-22 Wenlock Road London N1 7GU England,N1 7GU,-0.09371,51.530737
CLARE BEAR LTD,16048867,Active,Private limited company,,,2024-10-29,,,32200,30 North Street Bourne PE10 9AB England,PE10 9AB,-0.376779,52.769552
BLAST CULT LIMITED,16619441,Active,Private limited company,,,2025-07-31,,,32200 46491 47591 59200,Unit A2 Arena Business Centre 71 Ashfield Road London N4 1FF England,N4 1FF,-0.091542,51.578092
GUITAR-X LTD,15382569,Dissolved,Private limited company,,2025-09-09,2024-01-02,,,32200,115 New Court Way Ormskirk L39 2YT United Kingdom,L39 2YT,-2.881002,53.570331
"ALLIED MUSICAL INSTRUMENTS CO., LTD",16626679,Active,Private limited company,,,2025-08-04,,,32200 46491 47591,51 Portland Road Kingston Upon Thames KT1 2SH United Kingdom,KT1 2SH,-0.297288,51.404285
COTSWOLD DRUM COMPANY LTD,12467270,Active,Private limited company,,,2020-02-17,,,32200,Henleaze House Business Centre Harbury Road Henleaze Bristol BS9 4PN England,BS9 4PN,-2.599414,51.49149
UK COLLARD COLLARD PIANO LIMITED,14579249,Dissolved,Private limited company,,2025-08-19,2023-01-09,,,32200 46190 46491 47591,12 Blackett Street Manchester M12 6AE England,M12 6AE,-2.219903,53.47621
STEINER MUSIC LIMITED,SC660036,Dissolved,Private limited company,,2025-04-29,2020-04-28,,,10410 32200 46491 47591,2/3 48 West George Street Glasgow G2 1BP Scotland,G2 1BP,-4.253227,55.862095
JCENT LTD,16414469,Active,Private limited company,,,2025-04-28,,,32200,"152-160, Kemp House City Road London EC1V 2NX United Kingdom",EC1V 2NX,-0.088894,51.527304
GLOBEMASTERS INTERNATIONAL SUPPLIES (GMIS) LTD,16421123,Active,Private limited company,,,2025-04-30,,,24410 32200 56290 68310,2 Rosebank Rosebank Way London W3 6TT England,W3 6TT,-0.263355,51.518838
MEGGA MARKET FPLL LTD,15323247,Dissolved,Private limited company,,2025-05-06,2023-12-02,,,32200,Flat A 113 Coleman Road London SE5 7TF England,SE5 7TF,-0.082636,51.478956
ORDIOWORM LTD,15328128,Dissolved,Private limited company,,2025-05-06,2023-12-04,,,32200 49410,24 The Woodlands Countesthorpe Leicester LE8 5RU England,LE8 5RU,-1.149589,52.555824
BYGONEFX LTD,15628984,Active,Private limited company,,,2024-04-09,,,32200,5 Hither Derhams Benson OX10 6FN United Kingdom,OX10 6FN,-1.114436,51.626971
ID CRAFT LTD,16473274,Active,Private limited company,,,2025-05-25,,,16230 30110 31090 32200,40 Holbury Drove Holbury Southampton SO45 2NF England,SO45 2NF,-1.38451,50.832227
MRG ELECTRONICS LTD,15591104,Active,Private limited company,,,2024-03-24,,,32200 47591,3rd Floor 86-90 Paul Street London EC2A 4NE England,EC2A 4NE,-0.083602,51.525617
WELLBEATDRUMS LTD,15249296,Dissolved,Private limited company,,2025-04-15,2023-10-31,,,32200 46491 46499,86-90 Paul Street London EC2A 4NE United Kingdom,EC2A 4NE,-0.083602,51.525617
R T SHEPHERD & SON (SCOTLAND) LIMITED,SC165038,Liquidation,Private limited company,,,1996-04-19,,,32200,2nd Floor 18 Bothwell Street Glasgow G2 6NU ,G2 6NU,-4.259832,55.861354
JENNINGS ORGANS LTD,15560673,Active,Private limited company,,,2024-03-13,,,32200,45 East Street Blandford Forum DT11 7DX United Kingdom,DT11 7DX,-2.163379,50.855839
'TWOOD BE LIMITED,16338131,Active,Private limited company,,,2025-03-24,,,16240 32200,8a Cumnor Road Farmoor Oxford OX2 9NS England,OX2 9NS,-1.34749,51.757982
SOUNDMAX LIMITED,SC844632,Active,Private limited company,,,2025-04-09,,,32200 46491 47591,Merlin House Merlin House Mossland Road Glasgow G52 4XZ United Kingdom,G52 4XZ,-4.379082,55.863167
LOTHARIO GUITARS LTD,16378108,Active,Private limited company,,,2025-04-09,,,32200,55 Cedar Street Bootle L20 3HE England,L20 3HE,-2.990114,53.453001
NAHUL PDM LTD,16400390,Active,Private limited company,,,2025-04-22,,,32200,79a Sandy Park Road Bristol BS4 3PQ England,BS4 3PQ,-2.554198,51.440253
MOTAS ELECTRONICS LIMITED,10622432,Active,Private limited company,,,2017-02-16,,,27900 32200 71122 71129,"C/O Windsor House Station Court, Station Road Great Shelford Cambridge CB22 5NE United Kingdom",CB22 5NE,0.139696,52.14932
WATCHTOWER DTC LTD,15355854,Active,Private limited company,,,2023-12-16,,,32200 74100,Flat K Oakleigh House 50 The Avenue Sale M33 4PH England,M33 4PH,-2.343167,53.416577
SHED PICKUPS LTD,14690291,Active,Private limited company,,,2023-02-27,,,32200 46491 47591,"Flat 1, 2 Station Approach Penarth CF64 3EE Wales",CF64 3EE,-3.174958,51.435532
"GERMANY AHLSTROM PIANO CO., LTD",12378318,Active,Private limited company,,,2019-12-27,,,32200 46491 47591 47910,12378318 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH ,CF14 8LH,-3.203757577084575,51.520080136172695
THE GREEN DC LIMITED,10835697,Active,Private limited company,,,2017-06-26,,,32200,1 Brookside Road Frodsham WA6 7BL England,WA6 7BL,-2.731579,53.294971
PETER VOIGT LIMITED,00663471,Active,Private limited company,,,1960-06-28,,,32200,71 High Street Lindfield West Sussex RH16 2HN ,RH16 2HN,-0.081294,51.013175
FIRST LIGHT PIANOS LTD,15697465,Active,Private limited company,,,2024-04-30,,,32200 58110 59200 90030,Henleaze House Business Centre 13 Harbury Road Henleaze Bristol BS9 4PN England,BS9 4PN,-2.599414,51.49149
MH REEDS LTD,SC847136,Active,Private limited company,,,2025-05-01,,,32200,"Unit 6 Deans Business Units St Andrews Way Deans, Livingston EH54 8GZ Scotland",EH54 8GZ,-3.566576,55.898922
VICTORIA STRINGS LTD,13139549,Active,Private limited company,,,2021-01-18,,,32200 46491 46900 47591,1 Havannah Street London E14 8NA England,E14 8NA,-0.024075,51.499692
DUMBLE ELECTRONICS LIMITED,15353297,Dissolved,Private limited company,,2025-05-20,2023-12-15,,,32200 32990,2 Owston Road Doncaster DN6 8DL United Kingdom,DN6 8DL,-1.17861,53.582313
RELISH GUITAR WORKS LTD,15382553,Dissolved,Private limited company,,2025-05-20,2024-01-02,,,32200,115 New Court Way Ormskirk L39 2YT United Kingdom,L39 2YT,-2.881002,53.570331
